Compound_ID,Name,ChineseName,IonMode,Formula,MolecularWeight,m/z,MassError,Adduct,RT (min),Score,Level,Column,ClassI,ClassI_(Chinese),ClassII,ClassII_(Chinese),ClassIII,ClassIII_(Chinese),CAS,HMDB_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),Other_name(KEGG_name),KEGG,KEGG_MapID,Lipidmaps_ID,CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),PubChemID,SMILES,InChIKey,PGF1,PGF2,PGF3,PGFM1,PGFM2,PGFM3,HSF1,HSF2,HSF3,HSM1,HSM2,HSM3,LSF1,LSF2,LSF3,LSM1,LSM2,LSM3,YJF1,YJF2,YJF3,YJM1,YJM2,YJM3,SJF1,SJF2,SJF3,SJM1,SJM2,SJM3,SHTF1,SHTF2,SHTF3,SHTM1,SHTM2,SHTM3,XSF1,XSF2,XSF3,XSM1,XSM2,XSM3,YSF1,YSF2,YSF3,YSM1,YSM2,YSM3,PG.aver,HS.aver,LS.aver,YJ.aver,SJ.aver,SHT.aver,XS.aver,YS.aver,P-value
Com_2182_pos,Palmitic amide,棕榈酰胺,P,C16H33NO,255.25621,256.26224,4.96885,[M+H]+,6.691,0.83,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty amides,脂肪酰胺,629-54-9,HMDB0012273,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,_,_,_,LMFA08010009,Fatty Acyls [FA],Fatty amides [FA08],Primary amides [FA0801],_,CCCCCCCCCCCCCCCC(=O)N,HSEMFIZWXHQJAE-UHFFFAOYSA-N,99015925.47,73648913.95,70579098.43,79332657.78,83826283.54,93021586.67,78396961.55,71548544.36,78888641.68,111808708.3,77155082.26,93732158.77,69868013.04,56330488.31,59385398.5,76280612.77,109912325.8,74470943.29,62422564.74,66398703.98,53376807.66,82927560.14,60301304.56,127475098,64079501.39,73650791.34,45897966.72,65154312.37,53988440.08,57977954.94,56935509.49,55311199.89,76765694.87,103592599,70442409.39,99103575.43,67697192.05,57045932.84,71027815.02,91853752.34,66506634.84,67118866.08,64790626.27,52485707.35,86768212.59,77960149.16,83193774.6,70181484.3,83237410.97,85255016.15,74374630.29,75483673.18,60124827.81,77025164.68,70208365.53,72563325.71,0.17282
Com_2190_pos,Andrachamine,_,P,C15H31NO2,257.23548,258.24175,3.98324,[M+H]+,6.824,0.62,2,C18,Organoheterocyclic compounds,有机杂环化合物,Piperidines,哌啶类,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,CCCC(CC1CCCC(N1)CC(CCC)O)O,YASYAQIAFYRYBX-PYHGIMPFSA-N,39289085.94,59508015.86,55587826.4,37138121.02,25128533.73,24791467,43618464.94,39844348.66,21754902.16,429225.3055,7717193.729,8688579.182,251881855.5,180372396.2,267436031.2,55435079.3,45421193.36,23140036.52,30314379.84,15142019.71,32837368.51,10112887.65,8945619.776,432898.4988,39025388.18,20078626.96,86443710.87,17357011.05,20128480.71,16705433.19,20144698.16,23507082.76,20255268.19,12274806.43,12277784.6,7108162.795,36684830.95,47426813.18,27401397.66,17186162.41,25347153.03,14012107.92,14615405.51,10352644.93,8041216.165,9581107.024,4168876.217,8708980.768,40240508.33,20342119,137281098.7,16297529,33289775.16,15927967.16,28009744.19,9244705.101,0.0011923
Com_2234_pos,O-methylmalonylcarnitine,_,P,C11H19NO6,261.12124,262.12776,2.96308,[M+H]+,2.018,0.89,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty acid esters,脂肪酸酯,_,HMDB0240781,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,_,_,_,LMFA07070094,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],_,CC(C(=O)O)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C,XROYFEWIXXCPAW-UHFFFAOYSA-N,3494945.808,23355902.84,25678124.03,8712399.165,14590881.91,9496927.944,91790254.7,222564145.5,74860396.23,653446.9131,34412080.07,25644773.84,23641409.46,47269567.86,39371249.36,6949878.739,7179431.407,3069053.975,114325129.9,238237353.2,178171441.3,56318223.7,61023521.2,3876496.521,8414325.173,18942266.62,149214850.9,59559894.21,74903687.75,37801137.36,209767035.8,166134221,26718661.01,106086262.2,68748457.45,62430896.52,74431796.45,34659007.96,46607299.35,74548222.48,66476405.77,102133763.9,116255409.9,32897093.39,14690431.51,55226200.09,23593344.13,141061395.5,14221530.28,74987516.21,21246765.13,108658694.3,58139360.33,106647589,66476082.64,63953979.08,0.039821
Com_2299_pos,Capsi-amide,_,P,C17H35NO,269.27186,270.27838,2.87535,[M+H]+,10.099,0.77,2,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,Carboxylic acid derivatives,羧酸衍生物,_,HMDB0040940,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Capsi-amide; N-(13-Methyltetradecyl)acetamide; CAP-A,C17515,_,_,_,_,_,_,CC(C)CCCCCCCCCCCCNC(=O)C,AMLDBWWQKYLAHJ-UHFFFAOYSA-N,333623619.5,168610482.4,270047627.8,360790746.7,364905810.8,267612715.3,346863238,122060570.3,44534993.41,222963356.3,296027473.8,359440341.9,106829033.2,127766821.1,65191028.48,228590165.4,124282576.6,296432441.2,97561305.33,126196180.5,167834035.1,141046593.4,342627089.5,166597211.3,531393780.2,163862677.1,115198140.6,290023573.9,66765793.06,81293848.21,154398099.1,93144771.78,134992686.7,131072843.6,211240816.5,127368303.5,63041505.69,228219426.3,223450891.4,122369355.1,272626795.1,195632356.9,129744998.7,202909993.5,230308701,176735318.3,245579831,105598635.9,294265167.1,231981662.3,158182011,173643735.9,208089635.5,142036253.5,184223388.4,181812913.1,0.3901
Com_2358_pos,O-glutarylcarnitine,_,P,C12H21NO6,275.13689,276.1435,2.51338,[M+H]+,2.249,0.81,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty acid esters,脂肪酸酯,_,HMDB0240779,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,_,_,_,LMFA07070091,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],_,C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCC(=O)O,NXJAXUYOQLTISD-UHFFFAOYSA-N,2958265.028,71729910.43,17621646.75,5813417.892,24882936.51,16400044.91,88194715.69,152942672.1,135502716.1,1330268.696,34114954.85,14205955.19,42848710.86,145824.3952,109193844.4,8370397.108,6421096.464,3419801.542,249757373.6,547552978.6,452438916.8,72494234.52,78108628.13,3284861.685,7209457.424,36830751.42,426895577.9,98681569.15,164023778.7,103023016.5,141292965.9,484318183.1,25044854.65,182548704.9,141434098.2,88604084.35,164475187.9,46621266.35,131072182,144176817,122907252.5,115883988.4,252343317.3,60593961.95,18103439.75,122906557.6,34603527.89,209371453.3,23234370.25,71048547.1,28399945.79,233939498.9,139444025.2,177207148.5,120856115.7,116320376.3,0.010268
Com_2386_pos,Obscuraminol A,_,P,C18H31NO,277.24056,278.2469,3.43918,[M+H]+,7.681,0.96,2,C18,Organic nitrogen compounds,有机氮化合物,Organonitrogen compounds,有机氮化合物,Amines,胺类,_,_,_,_,_,_,_,_,LMSP01080035,Sphingolipids [SP],Sphingoid bases [SP01],Sphingoid base analogs [SP0108],_,CCC=CCC=CCC=CCC=CCCC(C(C)N)O,YNNQTVPKSXTDCK-SABUVIKOSA-N,189075901.4,306168028,158221283.6,241938043.2,175074168.4,229124829.5,221465204.1,286514907.1,320637178.6,222763126.3,195446364.3,180542652,233703874.7,402412245.1,253677939.6,240415623.4,282791546.5,191361615.4,247006762.3,89145169.3,220024277.8,242368054.1,183425239.3,349413618.3,142489915.6,222650849,271260395.8,201047143.4,197728839.8,275565442.3,211248564.5,161024610.3,162832729.5,259531818.6,236439886.8,216146843.7,254525997.5,256321788.9,173002965.6,271711748.3,145267392.3,166322386.8,192301141.8,384959865.8,182948419.6,281072761.2,293775508.8,177639479.7,216600375.7,237894905.4,267393807.4,221897186.9,218457097.6,207870742.3,211192046.6,252116196.2,0.74863
Com_2477_pos,Arg Leu,精氨酸亮氨酸,P,C12H25N5O3,287.19574,288.20256,1.66539,[M+H]+,5.183,0.82,2,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)N,WYBVBIHNJWOLCJ-IUCAKERBSA-N,107440716.8,163938037.8,131396242.4,56378994.96,80252841.15,81539812.51,191279322.7,207902868.9,196429544.2,1699947.975,61697173.42,65591630.05,162337067.2,175682816.6,373523663.4,183336821.2,145163979.8,117428346.4,318845966,367938298.2,256654746.6,73749446.3,163579919.2,6953500.038,119682936.3,127789242.8,127244502.2,128026608,114225630.1,185104669.5,198734063.4,229835275.3,141991396.6,48341370.61,53815287.15,106006366.3,209817004.6,211580138.7,181062166.2,61647779.12,147336469.4,111958090.6,438697040.9,217578554.2,110875919,119220619.7,204215943.8,133376741.9,103491107.6,120766747.9,192912115.8,197953646,133678931.5,129787293.3,153900274.8,203994136.6,0.54715
Com_2479_pos,Prosopinine,_,P,C16H33NO3,287.24604,288.25246,3.06662,[M+H]+,7.21,0.58,2,C18,Alkaloids and derivatives,生物碱及其衍生物,_,_,_,_,_,_,_,_,_,_,_,_,LMSP01080049,Sphingolipids [SP],Sphingoid bases [SP01],Sphingoid base analogs [SP0108],_,CCC(CCCCCCCC1CCC(C(N1)CO)O)O,SEUBYHFHBZVRCC-QGAIPKOMSA-N,13990644.33,3380152.965,18528905.08,1785572.845,2330479.647,1225899.533,9297703.499,6442969.469,53206330.36,3861008.992,2101213.202,2567086.719,3493489.188,2754035.598,3345923.019,6099832.037,4069884.628,2670863.408,52317695,1075654.42,28376473.7,56079342.79,3125875.212,3405580.74,2016083.249,5850919.696,3381066.142,1431854.264,30481303.81,2324831.505,6449802.801,4455047.734,1555984.847,4165146.615,4071728.285,5922436.056,14163051.44,3825436.647,11000216.52,14418038.96,29427016.26,6807385.878,2617669.966,3655628.308,3919295.86,1639038.103,1121348.606,2668241.244,6873609.067,12912718.71,3739004.646,24063436.98,7581009.778,4436691.056,13273524.28,2603537.015,0.13596
Com_2522_pos,13-epi-12-oxo Phytodienoic Acid,13-EPI-12-氧代植物二烯酸,P,C18H28O3,292.20385,293.21001,3.87123,[M+H]+,6.575,0.75,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Eicosanoids,类二十烷酸,71606-07-0,_,_,_,_,_,_,_,_,_,_,_,_,CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O,PMTMAFAPLCGXGK-TTXFDSJOSA-N,8429304.957,8811659.402,39075853.35,8317389.938,7432086.355,2809543.385,6230456.986,20266689.68,8998976.418,5733116.448,11708751.98,2907588.568,46228896.46,87547455.9,250539957.5,13046072.17,45118972.94,13282160.39,21890336.66,38915888.6,60605125.77,22980915.82,15487645.67,7543159.847,7587001.775,13372835.97,25244178.68,11913375.54,11823664.43,11781580.13,48154423.21,9599545.236,16325349.22,6355700.672,7882203.568,6015918.854,28425231.22,23033764.43,16996337.84,15784580.92,12783332.82,24259356.36,12636424.81,22572351.01,5515414.299,8435931.761,1501094.976,19302274.91,12479306.23,9307596.68,75960585.89,27903845.39,13620439.42,15722190.13,20213767.26,11660581.96,0.0042746
Com_2537_pos,Lanyuamide I,_,P,C18H31NO2,293.23548,294.24017,8.85638,[M+H]+,7.172,0.54,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty amides,脂肪酰胺,_,_,_,_,_,_,_,_,LMFA08020415,Fatty Acyls [FA],Fatty amides [FA08],N-acyl amines [FA0802],_,CCCCCCC(=O)CCC=CC=CC(=O)NCC(C)C,AMCKSJIHLFXIIZ-DQBULIGTSA-N,64343233.34,107130771.4,41426704.63,73695089.94,58134045.1,56603079.92,83922306.42,70693060.03,68879238.6,41343700.45,48152917.46,48898644.93,109342621.4,119297120.8,67466393.34,90748418.46,85532504.48,65944955.48,73926965.66,51873459.78,90556213.35,63665280.77,42132666.63,42539778.73,75108210.54,75460550.33,67848157.51,53519496.81,52011128.97,59900464.8,53105463.57,50879430.13,54539128.5,45416142.04,59132386.05,45174006.7,76026528.23,70691784.69,66858530.61,77157309.61,50818663.76,42240100.71,45036121.15,54179845.14,47056284.83,49681281.28,42938442.71,38118711.33,66888820.73,60314977.98,89722002.34,60782394.15,63974668.16,51374426.16,63965486.27,46168447.74,0.0026523
Com_2538_pos,Lepadiformine,_,P,C19H35NO,293.27186,294.27832,2.85228,[M+H]+,9.758,0.61,2,C18,Organoheterocyclic compounds,有机杂环化合物,Azaspirodecane derivatives,氮杂螺癸烷衍生物,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,CCCCCCC1CCC2CCCCC23N1C(CC3)CO,HZBRTYLAHHYKNB-RDGPPVDQSA-N,4289210.836,3321572.486,6371235.644,2645897.536,3786168.509,2422073.485,4182689.405,2993703.179,7265216.449,4493037.834,4164699.359,3877302.811,4341245.185,2662404.587,2906660.676,4395963.48,3016171.296,5366735.222,13085725.57,1409940.301,5472293.356,8618774.989,2830982.003,3655967.498,2660520.94,4449832.595,2545615.869,1592763.393,4063592.893,3970036.179,4330235.794,1629951.497,2969220.466,3305850.661,3105953.751,2871299.863,4229569.757,3492509.905,3594241.575,5447523.801,6091221.17,3651574.196,3061384.482,3464928.643,3751875.749,2902374.018,3270332.5,5271700.355,3806026.416,4496108.173,3781530.075,5845613.953,3213726.978,3035418.672,4417773.401,3620432.625,0.43439
Com_2582_pos,Palmitoyl N-Isopropylamide,_,P,C19H39NO,297.30316,298.30985,2.03764,[M+H]+,10.971,0.69,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty amides,脂肪酰胺,189939-61-5,_,_,_,_,_,_,_,_,_,_,_,_,CCCCCCCCCCCCCCCC(=O)NC(C)C,TZYVUGCYYQOTQR-UHFFFAOYSA-N,8046005.351,8161244.797,44473993.21,37931231.01,38924585.75,25579347.15,24753364.84,8143822.262,1114560.964,7826231.507,38063227.51,24236767.64,3696021.547,11246176.16,4519010.227,12256555.52,2715897.232,41419788.71,8611570.681,5486493.812,10251080.01,6456038.587,27843467.03,6387582.24,52704799.6,12458539.21,9497850.974,20176072.83,540805.4517,1636924.395,9436089.933,2951622.907,6946055.559,4863962.903,12175174.58,5417361.941,2907043.328,10715573.35,15002257.52,6717393.95,18739157.1,11958150.04,4428418.085,8379745.279,14779351.58,8759872.226,18745813.43,9261758.898,27186067.88,17356329.12,12642241.57,10839372.06,16169165.41,6965044.637,11006595.88,10725826.58,0.49205
Com_2671_pos,Sporovexin C,_,P,C15H19NO6,309.12124,310.1281,1.40477,[M+H]+,5.001,0.81,2,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(CCOC1=CC=C(C=C1)C(=O)NCCC(=O)O)C(=O)O,AQYVBRADYQRCEE-UHFFFAOYSA-N,11800889.98,78430980.51,65654585.73,13740098.4,31058487.15,20458206.13,168984638.9,464905840.2,150441457.7,3627908.717,74656410.75,66304340.84,61671503.97,74697812.52,121563932.1,16777078.76,18183526.86,7103628.55,290482987.8,1166171677,592308167.9,157306933.3,89684472.56,7164350.427,14986663.16,69609940.5,419781584.9,120989515.6,240999815.4,142281756.2,329260625.4,499551445.8,79787751.97,152187516.4,144802604.4,102541607.5,220977663.9,65098317.14,139872950.2,111849822.3,114027379.5,97798613.94,238144336.4,28716771.38,21419942.06,168193967.3,67505491.28,133368388.1,36857207.98,154820099.5,49999580.45,383853098.1,168108212.6,218021925.2,124937457.8,109558149.4,0.067106
Com_2708_pos,Tofacitinib,_,P,C16H20N6O,312.16986,313.17626,2.86112,[M+H]+,8.915,0.63,2,C18,Organoheterocyclic compounds,有机杂环化合物,Piperidines,哌啶类,N-acylpiperidines,N-酰基哌啶类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,UJLAWZDWDVHWOW-YPMHNXCESA-N,4683911.444,2427395.694,3112161.929,3822842.766,3459192.677,8700801.92,8252893.507,235436.9223,3164575.902,3515067.464,3354483.623,2299624.671,1024323.66,418637.6282,1647822.469,1328322.01,2740146.528,3945213.653,936388.1341,460574.9908,1765931.577,335291.4264,601149.7842,1724902.756,662076.0759,1048390.136,126573.4901,675899.1554,681296.1759,597308.1577,703225.4044,662777.3891,1296202.543,1241886.041,376891.2563,1190681.547,378786.5833,215769.8621,549432.1389,381015.7592,1217381.253,2259960.933,211132.7235,196696.4872,650108.9226,538866.542,1388866.816,944955.2683,4367717.738,3470347.015,1850744.325,970706.4447,631923.8651,911944.0302,833724.4216,655104.46,0.00017157
Com_2876_pos,Sesbanimide A,_,P,C15H21NO7,327.1318,328.13856,1.6388,[M+H]+,5.002,0.54,2,C18,Organoheterocyclic compounds,有机杂环化合物,Piperidines,哌啶类,Piperidinones,哌啶酮类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1C(=C)COC1(C2C(C(OCO2)C3CC(=O)NC(=O)C3)O)O,ULQATHQJWVNXEJ-UHFFFAOYSA-N,5692724.471,40765601.92,34251849.1,7397444.605,16178954.21,10962097.4,91333969.77,251615835.9,80680177.29,2041740.926,41462042.87,36708709.44,33005321.54,41309412.98,63087464.47,9162051.268,9804146.009,3471909.639,155706407.1,625237903,322295094.9,84354003.83,49149863.85,3967607.433,8758020.912,39101002.18,218745821.2,68293125.72,130213033.9,76940358.61,173003560.6,235193267.4,54635503.05,82118273.75,77665320.63,55538886.68,120325105.5,34271519.85,75894589.85,59956481.49,62437166.06,61605648.62,125689770.4,32394656.47,11347170.51,90712480.06,38036620.57,75367705.29,19208111.95,83973746.03,26640050.99,206785146.7,90341893.75,113025802,69081751.9,62258067.21,0.046029
Com_2992_pos,6-cis-Docosenamide,6-顺式-二十二碳烯酰胺,P,C22H43NO,337.33446,338.34084,2.71577,[M+H]+,11.57,0.94,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Fatty Acyls,脂肪酰类,Fatty amides,脂肪酰胺,_,_,_,_,_,_,_,_,_,_,_,_,44584605,CCCCCCCCCCCCCCCC=CCCCCC(=O)N,COUPDYRANTUKKV-MSUUIHNZSA-N,5931238242,2764321736,2870783296,4462660039,5179377295,4586005160,6567379889,2235810313,355595094,4056153644,3708517550,6183980756,1539950977,1715295850,766482224.4,2011595784,819617890.2,4788442146,2349611310,1970970385,2926059115,1469327088,3418470097,2772173750,6233704446,2884795071,2186162390,2859409092,745062476.8,602979649,1762366472,834372135.3,1265734606,1558038801,2396531533,1138412789,975392739.5,2967462423,1926255067,2029563710,3902007803,2943665168,1123945553,2097600114,3511182038,2346791446,3977889552,889756805.7,4299064295,3851239541,1940230812,2484435291,2585352188,1492576056,2457391152,2324527585,0.15605
Com_3099_pos,Lys Leu Ser,赖氨酸亮氨酸丝氨酸,P,C15H30N4O5,346.22162,347.2298,2.54099,[M+H]+,6.006,0.86,2,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CCCCN)N,WRODMZBHNNPRLN-SRVKXCTJSA-N,13726815.23,19688381.81,9792384.723,11903174.93,68698493.21,157544003.5,48206312.72,374905051.3,41779743.01,15313246.97,294858489.8,139444880.5,522179613,230469443.9,79111617.79,46667944.17,44730034.25,193494577.6,16301694.69,20326423.44,20586601.41,11782686.4,108167296,40632875.96,50837480.23,140017862.4,14236820.19,7205671.741,12065542.16,211408325.5,95643463.67,12402251.02,21560830.44,22673157.07,21444027.4,31931265.17,25851271.41,131713620.2,83935753.04,154394097.1,69558090.5,17006622.72,161588811.2,25222352.02,35126046.71,115192835.3,16318266.41,79439797.34,46892208.91,152417954.1,186108871.8,36299596.31,72628617.04,34275832.46,80409909.17,72148018.16,0.076451
Com_3281_pos,gamma-Eudesmol 11-alpha-L-rhamnoside,γ-桉叶油醇 11-α-L-鼠李糖苷,P,C21H36O5,368.25628,369.26684,8.84006,[M+H]+,11.757,0.51,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Sesquiterpenoids,倍半萜类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1C(C(C(C(O1)OC(C)(C)C2CCC3(CCCC(=C3C2)C)C)O)O)O,QKXSRJAHTPTJNG-NERVGUTLSA-N,12135867.24,16858330.79,19822624.39,9997695.789,9424879.398,8273430.627,14620264.33,10151062.86,12626645.28,4260729.25,11632027.48,8747890.838,54218063.33,33802175.71,15899287.64,26602313.63,16180276.15,48277660.79,20253643.44,9346082.547,13183553.29,10374860.24,7715492.905,2399202.096,29145593.89,19299895.52,17987521.2,10253134.91,19053384.02,15229289.81,15580924.47,11342055.23,27356726.88,15671313.22,8120570.465,4311397.284,12720210.46,24640657.97,2230508.722,4031360.166,16187565.17,11133331.79,1071994.485,6767837.099,8577594.311,11759962.14,6695302.897,4997937.904,12752138.04,10339770.01,32496629.54,10545472.42,18494803.22,13730497.92,11823939.05,6645104.807,0.0026181
Com_3331_pos,7alpha-Hydroxy-5beta-cholan-24-oic Acid,7alpha-羟基-5beta-胆烷-24-酸,P,C24H40O3,376.29774,377.30374,3.4405,[M+H]+,10.754,0.7,2,C18,Lipids and lipid-like molecules,脂质和类脂分子,Steroids and steroid derivatives,类固醇和类固醇衍生物,"Bile acids, alcohols and derivatives",胆汁酸、醇及其衍生物,_,HMDB0002492,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",_,_,_,LMST04010011,Sterol Lipids [ST],Bile acids and derivatives [ST04],"C24 bile acids, alcohols, and derivatives [ST0401]",_,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCCC4)C)O)C,JVMCMMXFADJQKU-MMSVWBHPSA-N,26525775.9,138771720.8,20734441.75,25313921.37,17586651.73,39204062.7,22526499.61,18924806.86,20190936.43,610466.3187,7508029.602,158934.1589,16535599.99,31173141.23,23366640.11,8476232.427,2007988.379,880378.7498,4354100.705,4449935.631,13626087.84,509654.3871,4205219.27,87922.55395,10685273.06,19414516.14,56698356.27,20136546.5,12332608.94,15285535.74,43063603.05,34319034.13,26540054.21,4717515.843,2641232.145,2400108.491,11367937.53,27073360.61,16472629.74,4068696.689,7003820.646,111120.6265,140287.6759,1628510.107,3675422.089,2609172.992,3291441.34,93081.86917,44689429.05,11653278.83,13739996.81,4538820.064,22425472.78,18946924.64,11016260.97,1906319.345,0.006525
Com_3811_pos,(-)-10-Methoxyvincamedine N-oxide,_,P,C25H30N2O6,454.21039,455.21674,2.08164,[M+H]+,8.48,0.81,2,C18,Alkaloids and derivatives,生物碱及其衍生物,Corynanthean-type alkaloids,Corynanthean型生物碱,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,CC=C1C[N+]2(C3CC1C4(C2CC5(C3N(C6=C5C=C(C=C6)OC)C)C4OC(=O)C)C(=O)OC)[O-],KEYBIQDNZZMBOR-AWQYDBFJSA-N,7526160.122,17997209.3,30048708.22,11264394.28,7972034.528,8413795.739,5847405.575,18431777.33,11305735.52,160530.2283,3522128.199,6247998.234,1439237.659,2732521.375,455839.0858,1980360.747,309281.8835,6662223.515,21917442.27,21227988.51,15039177.43,4793764.513,6908504.003,256598.3546,22390220.13,22164334.09,33021157.71,30610186.17,29415434.16,15262694.45,30717421.15,43371154.11,6411539.202,7803401.883,12210055.01,4374005.555,11654752.25,4249069.691,8022512.43,5512339.145,5254719.561,6464405.782,7135317.895,15142684.35,8065435.894,2741100.209,1875025.494,6653007.875,13870383.7,7585929.181,2263244.044,11690579.18,25477337.79,17481262.82,6859633.144,6935428.62,0.0021016
Com_3835_pos,Vindoline,文多灵,P,C25H32N2O6,456.22604,457.23171,3.56519,[M+H]+,8.988,0.88,2,C18,Alkaloids and derivatives,生物碱及其衍生物,Plumeran-type alkaloids,Plumeran型生物碱,_,_,2182-14-1,HMDB0259814,Alkaloids and derivatives,Plumeran-type alkaloids,_,Vindoline,C01626,map00901;map01063,_,_,_,_,_,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C,CXBGOBGJHGGWIE-ACSXSLCXSA-N,17417045.14,36706647.1,56277369.89,26382198.35,35879458.68,21438635.3,31369541.82,61906925.91,48242929.87,1058203.444,22542715.68,32059954.22,6800216.444,3901846.343,955516.5643,9291760.988,2186128.744,48253883.37,72507308.95,56962459.34,63393997.25,25181117.73,24851319.12,636696.8604,33087807.96,37726815.97,42447266.43,30202589.26,40548524.74,43508454.85,73609662.69,57383857.85,19312515.01,41375617.28,68769917.22,41956722.92,51439882.61,17598596.33,30394839.16,30345408.97,52076935.63,41075424.63,58429576.73,69829552.11,40973722.53,42913437.53,29608222.09,43108767.15,32350225.74,32863378.49,11898225.41,40588816.54,37920243.2,50401382.16,37155181.22,47477213.02,0.012986
