"Df"	"Sum Sq"	"Mean Sq"	"F value"	"Pr(>F)"	"Item"	"signif"	"Category3"	"keggID"	"Category1"	"Category2"
1	7.55039982221195e-08	7.55039982221195e-08	1.63021606482168	0.210861015670918	"sex        "	"ns"	"Glycine, serine and threonine metabolism"	"Kegg130"	"Metabolism"	"Amino acid metabolism"
7	6.93041146597807e-07	9.9005878085401e-08	2.13764802880749	0.0677513130245699	"Plant:sex  "	"ns"	"Glycine, serine and threonine metabolism"	"Kegg130"	"Metabolism"	"Amino acid metabolism"
32	1.48209062298261e-06	4.63153319682065e-08	NA	NA	"Residuals  "	NA	"Glycine, serine and threonine metabolism"	"Kegg130"	"Metabolism"	"Amino acid metabolism"
7	3.05446799916733e-06	4.36352571309618e-07	1.71357615268477	0.141064869165456	"Plant      "	"ns"	"Glycolysis / Gluconeogenesis"	"Kegg131"	"Metabolism"	"Carbohydrate metabolism"
1	1.23761176018676e-07	1.23761176018676e-07	0.486015698767011	0.490744186861985	"sex        "	"ns"	"Glycolysis / Gluconeogenesis"	"Kegg131"	"Metabolism"	"Carbohydrate metabolism"
7	2.15158755942751e-06	3.07369651346787e-07	1.20705443083813	0.327359079556306	"Plant:sex  "	"ns"	"Glycolysis / Gluconeogenesis"	"Kegg131"	"Metabolism"	"Carbohydrate metabolism"
32	8.14862080102517e-06	2.54644400032036e-07	NA	NA	"Residuals  "	NA	"Glycolysis / Gluconeogenesis"	"Kegg131"	"Metabolism"	"Carbohydrate metabolism"
7	4.19292664770818e-07	5.98989521101168e-08	9.24677085621439	3.23463668106712e-06	"Plant      "	"***"	"Glycosaminoglycan degradation"	"Kegg132"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	3.87190504724992e-09	3.87190504724992e-09	0.597716946418716	0.445124092825342	"sex        "	"ns"	"Glycosaminoglycan degradation"	"Kegg132"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	5.98686708244691e-08	8.55266726063845e-09	1.32029946405712	0.272911864283721	"Plant:sex  "	"ns"	"Glycosaminoglycan degradation"	"Kegg132"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	2.0729036085452e-07	6.47782377670374e-09	NA	NA	"Residuals  "	NA	"Glycosaminoglycan degradation"	"Kegg132"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	1.71399705904611e-07	2.44856722720874e-08	13.0349915915461	8.44940360901522e-08	"Plant      "	"***"	"Glycosphingolipid biosynthesis - ganglio series"	"Kegg133"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	2.47488446341403e-08	2.47488446341403e-08	13.1750918709409	0.000978493674442802	"sex        "	"***"	"Glycosphingolipid biosynthesis - ganglio series"	"Kegg133"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	7.78321121072166e-08	1.11188731581738e-08	5.91915208672799	0.000180705405755538	"Plant:sex  "	"***"	"Glycosphingolipid biosynthesis - ganglio series"	"Kegg133"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	6.01106266317013e-08	1.87845708224066e-09	NA	NA	"Residuals  "	NA	"Glycosphingolipid biosynthesis - ganglio series"	"Kegg133"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	1.87216107346863e-06	2.6745158192409e-07	5.54609028039414	0.000302387727154149	"Plant      "	"***"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"Kegg134"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	1.96625688025748e-07	1.96625688025748e-07	4.07738780002778	0.0519033374689848	"sex        "	"ns"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"Kegg134"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	2.56679436772666e-07	3.66684909675238e-08	0.760387206868064	0.624002633404396	"Plant:sex  "	"ns"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"Kegg134"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	1.54315025340025e-06	4.82234454187578e-08	NA	NA	"Residuals  "	NA	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"Kegg134"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	2.17345705177947e-08	3.10493864539924e-09	6.25916240310969	0.000114454480052091	"Plant      "	"***"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"Kegg135"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	1.56558949258069e-09	1.56558949258069e-09	3.15602979955329	0.085156082069376	"sex        "	"ns"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"Kegg135"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	2.25520446468208e-09	3.22172066383154e-10	0.649458013679465	0.712015815807284	"Plant:sex  "	"ns"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"Kegg135"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	1.58740148048264e-08	4.96062962650824e-10	NA	NA	"Residuals  "	NA	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"Kegg135"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	4.32946218714474e-06	6.18494598163534e-07	8.6677053643992	6.10500992070992e-06	"Plant      "	"***"	"Glyoxylate and dicarboxylate metabolism"	"Kegg136"	"Metabolism"	"Carbohydrate metabolism"
1	1.41683732479985e-07	1.41683732479985e-07	1.98558378959384	0.16844746024406	"sex        "	"ns"	"Glyoxylate and dicarboxylate metabolism"	"Kegg136"	"Metabolism"	"Carbohydrate metabolism"
7	6.15592208280202e-07	8.79417440400288e-08	1.2324329571086	0.314422633382662	"Plant:sex  "	"ns"	"Glyoxylate and dicarboxylate metabolism"	"Kegg136"	"Metabolism"	"Carbohydrate metabolism"
32	2.28339869771346e-06	7.13562093035456e-08	NA	NA	"Residuals  "	NA	"Glyoxylate and dicarboxylate metabolism"	"Kegg136"	"Metabolism"	"Carbohydrate metabolism"
7	2.40035267674397e-11	3.42907525249139e-12	0.300009915082326	0.948665938759923	"Plant      "	"ns"	"GnRH signaling pathway"	"Kegg137"	"Organismal Systems"	"Endocrine system"
1	7.99343280904562e-13	7.99343280904562e-13	0.06993457190873	0.79312793974666	"sex        "	"ns"	"GnRH signaling pathway"	"Kegg137"	"Organismal Systems"	"Endocrine system"
7	8.54731398409484e-11	1.22104485487069e-11	1.06829257525134	0.405866037336839	"Plant:sex  "	"ns"	"GnRH signaling pathway"	"Kegg137"	"Organismal Systems"	"Endocrine system"
32	3.65755938598273e-10	1.1429873081196e-11	NA	NA	"Residuals  "	NA	"GnRH signaling pathway"	"Kegg137"	"Organismal Systems"	"Endocrine system"
7	1.22687618479929e-07	1.75268026399898e-08	1.62548442689985	0.163971024154358	"Plant      "	"ns"	"HIF-1 signaling pathway"	"Kegg138"	"Environmental Information Processing"	"Signal transduction"
1	1.4232708594146e-09	1.4232708594146e-09	0.131998098270373	0.718758443996666	"sex        "	"ns"	"HIF-1 signaling pathway"	"Kegg138"	"Environmental Information Processing"	"Signal transduction"
7	7.3968926806851e-08	1.05669895438359e-08	0.980012001934012	0.462661887366142	"Plant:sex  "	"ns"	"HIF-1 signaling pathway"	"Kegg138"	"Environmental Information Processing"	"Signal transduction"
32	3.45040330868842e-07	1.07825103396513e-08	NA	NA	"Residuals  "	NA	"HIF-1 signaling pathway"	"Kegg138"	"Environmental Information Processing"	"Signal transduction"
7	1.55437530744579e-08	2.22053615349398e-09	5.46899697666859	0.00033695446794273	"Plant      "	"***"	"Hedgehog signaling pathway"	"Kegg139"	"Environmental Information Processing"	"Signal transduction"
1	3.49959245134398e-09	3.49959245134398e-09	8.61920690003496	0.00611457064514175	"sex        "	"**"	"Hedgehog signaling pathway"	"Kegg139"	"Environmental Information Processing"	"Signal transduction"
7	2.43240730938038e-09	3.47486758482911e-10	0.855831159778754	0.550882216516926	"Plant:sex  "	"ns"	"Hedgehog signaling pathway"	"Kegg139"	"Environmental Information Processing"	"Signal transduction"
32	1.29927219223097e-08	4.06022560072178e-10	NA	NA	"Residuals  "	NA	"Hedgehog signaling pathway"	"Kegg139"	"Environmental Information Processing"	"Signal transduction"
7	1.55437530744579e-08	2.22053615349398e-09	5.46899697666859	0.00033695446794273	"Plant      "	"***"	"Hedgehog signaling pathway - fly"	"Kegg140"	"Environmental Information Processing"	"Signal transduction"
1	3.49959245134398e-09	3.49959245134398e-09	8.61920690003496	0.00611457064514175	"sex        "	"**"	"Hedgehog signaling pathway - fly"	"Kegg140"	"Environmental Information Processing"	"Signal transduction"
7	2.43240730938038e-09	3.47486758482911e-10	0.855831159778754	0.550882216516926	"Plant:sex  "	"ns"	"Hedgehog signaling pathway - fly"	"Kegg140"	"Environmental Information Processing"	"Signal transduction"
32	1.29927219223097e-08	4.06022560072178e-10	NA	NA	"Residuals  "	NA	"Hedgehog signaling pathway - fly"	"Kegg140"	"Environmental Information Processing"	"Signal transduction"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Hepatitis B"	"Kegg141"	"Human Diseases"	"Infectious disease: viral"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Hepatitis B"	"Kegg141"	"Human Diseases"	"Infectious disease: viral"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Hepatitis B"	"Kegg141"	"Human Diseases"	"Infectious disease: viral"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Hepatitis B"	"Kegg141"	"Human Diseases"	"Infectious disease: viral"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Hepatitis C"	"Kegg142"	"Human Diseases"	"Infectious disease: viral"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Hepatitis C"	"Kegg142"	"Human Diseases"	"Infectious disease: viral"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Hepatitis C"	"Kegg142"	"Human Diseases"	"Infectious disease: viral"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Hepatitis C"	"Kegg142"	"Human Diseases"	"Infectious disease: viral"
7	1.18738327135996e-07	1.69626181622851e-08	2.11078888613458	0.0709856796635051	"Plant      "	"ns"	"Hepatocellular carcinoma"	"Kegg143"	"Human Diseases"	"Cancer: specific types"
1	6.10098252494837e-08	6.10098252494837e-08	7.59192123819372	0.0095941503123388	"sex        "	"**"	"Hepatocellular carcinoma"	"Kegg143"	"Human Diseases"	"Cancer: specific types"
7	6.79632637010418e-08	9.7090376715774e-09	1.20817014308519	0.326781250007402	"Plant:sex  "	"ns"	"Hepatocellular carcinoma"	"Kegg143"	"Human Diseases"	"Cancer: specific types"
32	2.57156831153846e-07	8.03615097355767e-09	NA	NA	"Residuals  "	NA	"Hepatocellular carcinoma"	"Kegg143"	"Human Diseases"	"Cancer: specific types"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Herpes simplex virus 1 infection"	"Kegg144"	"Human Diseases"	"Infectious disease: viral"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Herpes simplex virus 1 infection"	"Kegg144"	"Human Diseases"	"Infectious disease: viral"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Herpes simplex virus 1 infection"	"Kegg144"	"Human Diseases"	"Infectious disease: viral"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Herpes simplex virus 1 infection"	"Kegg144"	"Human Diseases"	"Infectious disease: viral"
7	8.75545375821476e-07	1.25077910831639e-07	2.33204682627492	0.0483549145934148	"Plant      "	"*"	"Histidine metabolism"	"Kegg145"	"Metabolism"	"Amino acid metabolism"
1	8.47413232331974e-08	8.47413232331974e-08	1.5799810900769	0.217861067279388	"sex        "	"ns"	"Histidine metabolism"	"Kegg145"	"Metabolism"	"Amino acid metabolism"
7	4.74199444623676e-07	6.77427778033823e-08	1.2630473992492	0.299388525709412	"Plant:sex  "	"ns"	"Histidine metabolism"	"Kegg145"	"Metabolism"	"Amino acid metabolism"
32	1.71630050542588e-06	5.36343907945586e-08	NA	NA	"Residuals  "	NA	"Histidine metabolism"	"Kegg145"	"Metabolism"	"Amino acid metabolism"
7	1.53976448468193e-07	2.19966354954562e-08	0.26828982628687	0.961817826232326	"Plant      "	"ns"	"Homologous recombination"	"Kegg146"	"Genetic Information Processing"	"Replication and repair"
1	7.56934228215549e-07	7.56934228215549e-07	9.23221883821665	0.00470773102021146	"sex        "	"**"	"Homologous recombination"	"Kegg146"	"Genetic Information Processing"	"Replication and repair"
7	5.63119572798561e-07	8.04456532569373e-08	0.981184160745665	0.461873889399423	"Plant:sex  "	"ns"	"Homologous recombination"	"Kegg146"	"Genetic Information Processing"	"Replication and repair"
32	2.62362664136939e-06	8.19883325427934e-08	NA	NA	"Residuals  "	NA	"Homologous recombination"	"Kegg146"	"Genetic Information Processing"	"Replication and repair"
7	4.14590753187384e-08	5.92272504553406e-09	3.65030573260472	0.00526166574401428	"Plant      "	"**"	"Human T-cell leukemia virus 1 infection"	"Kegg147"	"Human Diseases"	"Infectious disease: viral"
1	2.00384194555233e-09	2.00384194555233e-09	1.23501187119921	0.274714866022758	"sex        "	"ns"	"Human T-cell leukemia virus 1 infection"	"Kegg147"	"Human Diseases"	"Infectious disease: viral"
7	4.03180567137979e-09	5.75972238768542e-10	0.35498436088694	0.921355430600036	"Plant:sex  "	"ns"	"Human T-cell leukemia virus 1 infection"	"Kegg147"	"Human Diseases"	"Infectious disease: viral"
32	5.19209116552138e-08	1.62252848922543e-09	NA	NA	"Residuals  "	NA	"Human T-cell leukemia virus 1 infection"	"Kegg147"	"Human Diseases"	"Infectious disease: viral"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Human cytomegalovirus infection"	"Kegg148"	"Human Diseases"	"Infectious disease: viral"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Human cytomegalovirus infection"	"Kegg148"	"Human Diseases"	"Infectious disease: viral"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Human cytomegalovirus infection"	"Kegg148"	"Human Diseases"	"Infectious disease: viral"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Human cytomegalovirus infection"	"Kegg148"	"Human Diseases"	"Infectious disease: viral"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Human immunodeficiency virus 1 infection"	"Kegg149"	"Human Diseases"	"Infectious disease: viral"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Human immunodeficiency virus 1 infection"	"Kegg149"	"Human Diseases"	"Infectious disease: viral"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Human immunodeficiency virus 1 infection"	"Kegg149"	"Human Diseases"	"Infectious disease: viral"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Human immunodeficiency virus 1 infection"	"Kegg149"	"Human Diseases"	"Infectious disease: viral"
7	9.06008332088671e-09	1.29429761726953e-09	3.64379617514504	0.00531733182326467	"Plant      "	"**"	"Human papillomavirus infection"	"Kegg150"	"Human Diseases"	"Infectious disease: viral"
1	8.94080214904203e-10	8.94080214904203e-10	2.51707646206874	0.122452813539184	"sex        "	"ns"	"Human papillomavirus infection"	"Kegg150"	"Human Diseases"	"Infectious disease: viral"
7	4.36358142616596e-09	6.23368775166566e-10	1.75495089255331	0.13139492028795	"Plant:sex  "	"ns"	"Human papillomavirus infection"	"Kegg150"	"Human Diseases"	"Infectious disease: viral"
32	1.13665863187247e-08	3.55205822460146e-10	NA	NA	"Residuals  "	NA	"Human papillomavirus infection"	"Kegg150"	"Human Diseases"	"Infectious disease: viral"
7	2.38892333426884e-07	3.41274762038405e-08	2.53868395550775	0.0338348330248085	"Plant      "	"*"	"Huntington disease"	"Kegg151"	"Human Diseases"	"Neurodegenerative disease"
1	3.28464391888872e-08	3.28464391888872e-08	2.44338982661147	0.127857635748858	"sex        "	"ns"	"Huntington disease"	"Kegg151"	"Human Diseases"	"Neurodegenerative disease"
7	2.59620173664993e-08	3.70885962378562e-09	0.275895655567858	0.958846811346679	"Plant:sex  "	"ns"	"Huntington disease"	"Kegg151"	"Human Diseases"	"Neurodegenerative disease"
32	4.30175341894605e-07	1.34429794342064e-08	NA	NA	"Residuals  "	NA	"Huntington disease"	"Kegg151"	"Human Diseases"	"Neurodegenerative disease"
7	3.85787489580325e-10	5.51124985114749e-11	1.24014531634909	0.310576741400454	"Plant      "	"ns"	"Hypertrophic cardiomyopathy"	"Kegg152"	"Human Diseases"	"Cardiovascular disease"
1	2.48497489597242e-10	2.48497489597242e-10	5.59170798225309	0.0242772280552665	"sex        "	"*"	"Hypertrophic cardiomyopathy"	"Kegg152"	"Human Diseases"	"Cardiovascular disease"
7	1.24830266929352e-10	1.78328952756217e-11	0.401277063285407	0.894389455023726	"Plant:sex  "	"ns"	"Hypertrophic cardiomyopathy"	"Kegg152"	"Human Diseases"	"Cardiovascular disease"
32	1.4220913703558e-09	4.44403553236187e-11	NA	NA	"Residuals  "	NA	"Hypertrophic cardiomyopathy"	"Kegg152"	"Human Diseases"	"Cardiovascular disease"
7	5.71912509116359e-08	8.17017870166227e-09	5.11804240451322	0.000556064638396739	"Plant      "	"***"	"IL-17 signaling pathway"	"Kegg153"	"Organismal Systems"	"Immune system"
1	5.09340629017895e-09	5.09340629017895e-09	3.19066085681168	0.0835391802344844	"sex        "	"ns"	"IL-17 signaling pathway"	"Kegg153"	"Organismal Systems"	"Immune system"
7	1.36055945087866e-08	1.94365635839809e-09	1.21756402464725	0.321949429599967	"Plant:sex  "	"ns"	"IL-17 signaling pathway"	"Kegg153"	"Organismal Systems"	"Immune system"
32	5.10831481627904e-08	1.5963483800872e-09	NA	NA	"Residuals  "	NA	"IL-17 signaling pathway"	"Kegg153"	"Organismal Systems"	"Immune system"
7	1.77404726323448e-10	2.53435323319212e-11	1.38188878755727	0.246727554573531	"Plant      "	"ns"	"Indole alkaloid biosynthesis"	"Kegg154"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	2.22464445773738e-11	2.22464445773738e-11	1.21301608323028	0.278951190645787	"sex        "	"ns"	"Indole alkaloid biosynthesis"	"Kegg154"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.45201013643922e-10	2.07430019491317e-11	1.13103893484018	0.368725776040783	"Plant:sex  "	"ns"	"Indole alkaloid biosynthesis"	"Kegg154"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	5.86872866994636e-10	1.83397770935824e-11	NA	NA	"Residuals  "	NA	"Indole alkaloid biosynthesis"	"Kegg154"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Influenza A"	"Kegg155"	"Human Diseases"	"Infectious disease: viral"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Influenza A"	"Kegg155"	"Human Diseases"	"Infectious disease: viral"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Influenza A"	"Kegg155"	"Human Diseases"	"Infectious disease: viral"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Influenza A"	"Kegg155"	"Human Diseases"	"Infectious disease: viral"
7	8.80461940177316e-07	1.25780277168188e-07	3.27267450986872	0.00976498128859539	"Plant      "	"**"	"Inositol phosphate metabolism"	"Kegg156"	"Metabolism"	"Carbohydrate metabolism"
1	1.29625510491653e-07	1.29625510491653e-07	3.37272355861883	0.0755892085633689	"sex        "	"ns"	"Inositol phosphate metabolism"	"Kegg156"	"Metabolism"	"Carbohydrate metabolism"
7	5.88537508383807e-07	8.40767869119724e-08	2.18759223300605	0.0621240554359254	"Plant:sex  "	"ns"	"Inositol phosphate metabolism"	"Kegg156"	"Metabolism"	"Carbohydrate metabolism"
32	1.22987142694599e-06	3.84334820920623e-08	NA	NA	"Residuals  "	NA	"Inositol phosphate metabolism"	"Kegg156"	"Metabolism"	"Carbohydrate metabolism"
